Card Material,Card Type,Category,Cost,Description,Element,Job,Median,Name,Number,Power,Rarity,TCG,URL,set
Foil,Forward,VIII DFF,3,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. If you control a Category VII Forward other than Cloud, deal it 7000 damage.
Blade Beam[S][P][1][Dull], Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Light,Soldier,15.53,Cloud EX,PR-034/4-145H,7000,Promo,2.79,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex,FF: Promo Cards
Normal,Forward,Dissidia VII,3,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. If you control a Category VII Forward other than Cloud, deal it 7000 damage.
Blade Beam [S][R][1][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Light,SOLDIER,N/A,Cloud EX (Prerelease Promo),PR-019/4-145H,7000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex-prerelease-promo,FF: Promo Cards
Foil,Forward,Dissidia VII,3,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. If you control a Category VII Forward other than Cloud, deal it 7000 damage.
Blade Beam [S][R][1][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Light,SOLDIER,28.81,Cloud EX (Prerelease Promo),PR-019/4-145H,7000,Hero,27.47,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex-prerelease-promo,FF: Promo Cards
Normal,Forward,VII,5,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. Deal it 3000 damage and 1000 more damage for each point of damage you have received.
When Cloud is put from the field into the Break Zone, you may remove the top 10 cards of your deck from the game. If you do so, return Cloud to the field dull.",Fire,SOLDIER,N/A,Cloud EX - PR-044/8-006L,PR-044/8-006L,9000,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex-pr-044-8-006l,FF: Promo Cards
Foil,Forward,VII,5,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. Deal it 3000 damage and 1000 more damage for each point of damage you have received.
When Cloud is put from the field into the Break Zone, you may remove the top 10 cards of your deck from the game. If you do so, return Cloud to the field dull.",Fire,SOLDIER,7.74,Cloud EX - PR-044/8-006L,PR-044/8-006L,9000,Promo,7.68,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex-pr-044-8-006l,FF: Promo Cards
Normal,,,,This card was only printed in Japanese and non-foil.,,,N/A,Dissidia 3rd Anniversary - A-002,A-002,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/dissidia-3rd-anniversary-a-002,FF: Promo Cards
Foil,,,,This card was only printed in Japanese and non-foil.,,,,Dissidia 3rd Anniversary - A-002,A-002,,Promo,,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/dissidia-3rd-anniversary-a-002,FF: Promo Cards
Normal,Forward,XIV,4,"When Emet-Selch is chosen by your opponent's Summons or abilities, remove Emet-Selch from the game. If you do so, play Emet-Selch onto the field at the end of the turn. 
Damage 5 – When Emet-Selch enters the field, you may pay [I]. When you do so, select 1 of the 2 following actions. ""Choose 1 dull Forward. Break it."" 
""Choose 1 Forward of cost 2 or less in your Break Zone. Play it onto the field."" ",Ice,Ascian,N/A,Emet-Selch (Prerelease Promo),PR-076/12-024H,9000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/emet-selch-prerelease-promo,FF: Promo Cards
Foil,Forward,XIV,4,"When Emet-Selch is chosen by your opponent's Summons or abilities, remove Emet-Selch from the game. If you do so, play Emet-Selch onto the field at the end of the turn. 
Damage 5 – When Emet-Selch enters the field, you may pay [I]. When you do so, select 1 of the 2 following actions. ""Choose 1 dull Forward. Break it."" 
""Choose 1 Forward of cost 2 or less in your Break Zone. Play it onto the field."" ",Ice,Ascian,5.60,Emet-Selch (Prerelease Promo),PR-076/12-024H,9000,Hero,4.53,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/emet-selch-prerelease-promo,FF: Promo Cards
Normal,Forward,XIV,3,"You can only pay with CP produced by Lightning
Backups to play Estinien from your hand onto the field.
Haste First Strike",Lightning,Dragoon,1.22,Estinien,PR-038/6-089R,7000,Promo,0.42,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/estinien,FF: Promo Cards
Foil,Forward,XIV,3,"You can only pay with CP produced by Lightning
Backups to play Estinien from your hand onto the field.
Haste First Strike",Lightning,Dragoon,1.97,Estinien,PR-038/6-089R,7000,Promo,1.25,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/estinien,FF: Promo Cards
Normal,Forward,Dissidia V,6,"When Exdeath enters the field, you may play 1 [Job (Manikin)] of cost 4 or less from your hand onto the field.  The [Job (Manikin)] Forwards you control gain +1000 power. For each [Job (Manikin)] you control, Exdeath gails +1000 power.",Lightning,Wizard,0.50,Exdeath,PR-030/2-101H,8000,Hero,0.32,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/exdeath,FF: Promo Cards
Foil,Forward,Dissidia V,6,"When Exdeath enters the field, you may play 1 [Job (Manikin)] of cost 4 or less from your hand onto the field.  The [Job (Manikin)] Forwards you control gain +1000 power. For each [Job (Manikin)] you control, Exdeath gails +1000 power.",Lightning,Wizard,1.38,Exdeath,PR-030/2-101H,8000,Hero,1.23,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/exdeath,FF: Promo Cards
Normal,,,,This card was only printed in Japanese and non-foil.,,,N/A,FINAL FANTASY XIV - A-003,A-003,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/final-fantasy-xiv-a-003,FF: Promo Cards
Foil,,,,This card was only printed in Japanese and non-foil.,,,,FINAL FANTASY XIV - A-003,A-003,,Promo,,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/final-fantasy-xiv-a-003,FF: Promo Cards
Normal,Forward,Dissidia XII,6,"For each point of damage you have received, Gabranth gains +1000 power.
If you have received 6 point of damage or more, Gabranth gains Brave.",Earth,Judge,N/A,Gabranth (30th Anniversary),PR-008/1-098R,8000,Rare,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/gabranth-30th-anniversary,FF: Promo Cards
Foil,Forward,Dissidia XII,6,"For each point of damage you have received, Gabranth gains +1000 power.
If you have received 6 point of damage or more, Gabranth gains Brave.",Earth,Judge,N/A,Gabranth (30th Anniversary),PR-008/1-098R,8000,Rare,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/gabranth-30th-anniversary,FF: Promo Cards
Normal,Forward,FFCC,3,"When Galdes is put from the field into the Break Zone, select 1 of the 3 following actions.
""Your opponent randomly discards 1 card from his/her hand.""
""Choose 1 Monster in your Break Zone. Add it to your hand.""
""Choose 1 Forward. It loses 5000 power until the end of the turn.""",Dark,Archbishop,0.85,Galdes,PR-054/7-129H,8000,Promo,0.79,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/galdes,FF: Promo Cards
Foil,Forward,FFCC,3,"When Galdes is put from the field into the Break Zone, select 1 of the 3 following actions.
""Your opponent randomly discards 1 card from his/her hand.""
""Choose 1 Monster in your Break Zone. Add it to your hand.""
""Choose 1 Forward. It loses 5000 power until the end of the turn.""",Dark,Archbishop,3.70,Galdes,PR-054/7-129H,8000,Promo,2.57,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/galdes,FF: Promo Cards
Normal,Summon,Mobius,3,"Select up to 2 of the 4 following actions.
""Your opponent discards 1 card from his/her hand.""
""Choose 1 Forward. Dull it.""
""Choose 1 Forward. Freeze it.""
""Choose 1 dull Forward. Deal it 7000 damage.""",Ice,,0.56,Glasya Labolas - P-059/5-032H (Full Art),P-059/5-032H,,Hero,0.71,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/glasya-labolas-p-059-5-032h-full-art,FF: Promo Cards
Foil,Summon,Mobius,3,"Select up to 2 of the 4 following actions.
""Your opponent discards 1 card from his/her hand.""
""Choose 1 Forward. Dull it.""
""Choose 1 Forward. Freeze it.""
""Choose 1 dull Forward. Deal it 7000 damage.""",Ice,,6.89,Glasya Labolas - P-059/5-032H (Full Art),P-059/5-032H,,Hero,6.17,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/glasya-labolas-p-059-5-032h-full-art,FF: Promo Cards
Normal,Forward,IV,8,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. When Golbez attacks, select 1 of the following: Deal all Forwards opponent controls 3000 damage. Choose 1 [Job (Archfiend)] from your Break Zone. Add it to your hand.'",Lightning,Warlock,0.62,Golbez (Alternate Art Promo),PR-024/2-109H,9000,Hero,0.44,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/golbez-alternate-art-promo,FF: Promo Cards
Foil,Forward,IV,8,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. When Golbez attacks, select 1 of the following: Deal all Forwards opponent controls 3000 damage. Choose 1 [Job (Archfiend)] from your Break Zone. Add it to your hand.'",Lightning,Warlock,1.11,Golbez (Alternate Art Promo),PR-024/2-109H,9000,Hero,0.73,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/golbez-alternate-art-promo,FF: Promo Cards
Normal,,,,"[Promotion] Check out our official website for more details! 
https://fftcg.square-enix-games.com/",,,625.00,Golbez/Cecil - A-004,A-004,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/golbez-cecil-a-004,FF: Promo Cards
Foil,,,,"[Promotion] Check out our official website for more details! 
https://fftcg.square-enix-games.com/",,,,Golbez/Cecil - A-004,A-004,,Promo,,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/golbez-cecil-a-004,FF: Promo Cards
Normal,Forward,II,3,"Brave
For each Category II Character other than Guy you 
control, Guy gains +1000 power.
When Guy is put from the field into the Break Zone, 
activate all the Forwards you control.",Fire,Rebel,N/A,Guy (Prerelease Promo),PR-031/6-003H,7000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/guy-prerelease-promo,FF: Promo Cards
Foil,Forward,II,3,"Brave
For each Category II Character other than Guy you 
control, Guy gains +1000 power.
When Guy is put from the field into the Break Zone, 
activate all the Forwards you control.",Fire,Rebel,0.53,Guy (Prerelease Promo),PR-031/6-003H,7000,Hero,0.49,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/guy-prerelease-promo,FF: Promo Cards
Normal,Forward,XIV,6,"When Hraesvelgr enters the field, select 1 of the 3 following actions.
""Skip your opponent's Attack Phase in their next turn. Remove the top 5 cards of your deck from the game.""
""Choose 1 Character in your Break Zone. Add it to your hand.""
""Remove all the cards in your opponent's Break Zone from the game.""",Light,The First Brood,N/A,Hraesvelgr (Full Art),PR-048/6-127L,9000,Legend,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/hraesvelgr-full-art,FF: Promo Cards
Foil,Forward,XIV,6,"When Hraesvelgr enters the field, select 1 of the 3 following actions.
""Skip your opponent's Attack Phase in their next turn. Remove the top 5 cards of your deck from the game.""
""Choose 1 Character in your Break Zone. Add it to your hand.""
""Remove all the cards in your opponent's Break Zone from the game.""",Light,The First Brood,2.14,Hraesvelgr (Full Art),PR-048/6-127L,9000,Legend,2.42,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/hraesvelgr-full-art,FF: Promo Cards
Normal,Forward,FFTA2,3,"Haste

During each turn, when Illua is chosen by your opponent's Summon or ability for the first time in that turn, cancel its effect.
Sheol [S]: Activate all the Forwards you control. They gain Haste until the end of the turn. All the Forwards opponent controls lose 2000 power until the end of the turn.",Lightning,Nightshade,0.99,Illua (Full Art Promo),PR-046/5-099H,6000,Promo,1.15,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/illua-full-art-promo,FF: Promo Cards
Foil,Forward,FFTA2,3,"Haste

During each turn, when Illua is chosen by your opponent's Summon or ability for the first time in that turn, cancel its effect.
Sheol [S]: Activate all the Forwards you control. They gain Haste until the end of the turn. All the Forwards opponent controls lose 2000 power until the end of the turn.",Lightning,Nightshade,14.49,Illua (Full Art Promo),PR-046/5-099H,6000,Promo,13.84,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/illua-full-art-promo,FF: Promo Cards
Normal,,Dissidia IV,,"Haste [1][Dull]: Kain cannot be chosen by your opponent's Summons or abilities until the beginning of your next turn. At the beginning of your next Main Phase and until the end of the same turn, Kain's power will double. You can only use this ability during your turn.",,,0.75,Kain - PR-009/2-103H (Alternate Art Promo),PR-009/2-103H,,Hero,0.34,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kain-pr-009-2-103h-alternate-art-promo,FF: Promo Cards
Foil,,Dissidia IV,,"Haste [1][Dull]: Kain cannot be chosen by your opponent's Summons or abilities until the beginning of your next turn. At the beginning of your next Main Phase and until the end of the same turn, Kain's power will double. You can only use this ability during your turn.",,,3.85,Kain - PR-009/2-103H (Alternate Art Promo),PR-009/2-103H,,Hero,1.39,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kain-pr-009-2-103h-alternate-art-promo,FF: Promo Cards
Normal,Forward,IV Lord of Vermilion,8,"Before paying the cost to play Kain onto the field, you may put 1 active Lightning Backup you control into the Break Zone. If you do so, the cost for playing Kain onto the field is reduced by 5.
When Kain enters the field, choose 1 Forward opponent controls. It loses 8000 power until the end of the turn.",Lightning,Dragoon,N/A,Kain - PR-070/9-084H (Full Art),PR-070,8000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kain-pr-070-9-084h-full-art,FF: Promo Cards
Foil,Forward,IV Lord of Vermilion,8,"Before paying the cost to play Kain onto the field, you may put 1 active Lightning Backup you control into the Break Zone. If you do so, the cost for playing Kain onto the field is reduced by 5.
When Kain enters the field, choose 1 Forward opponent controls. It loses 8000 power until the end of the turn.",Lightning,Dragoon,16.95,Kain - PR-070/9-084H (Full Art),PR-070,8000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kain-pr-070-9-084h-full-art,FF: Promo Cards
Normal,Forward,XI Lord of Vermilion,5,"When Kam'lanaut enters the field, you may search for 1 Dark card and add it to your hand.
Kam'lanaut cannot be chosen by Summons or abilities that share its Element.
At the beginning of your Main Phase 1, select 1 Element. Kam'lanaut becomes that Element (this effect does not end at the end of the turn).",Dark,Archduke,1.00,Kam'lanaut (Full Art),PR-042/5-148H,9000,Promo,0.52,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kamlanaut-full-art,FF: Promo Cards
Foil,Forward,XI Lord of Vermilion,5,"When Kam'lanaut enters the field, you may search for 1 Dark card and add it to your hand.
Kam'lanaut cannot be chosen by Summons or abilities that share its Element.
At the beginning of your Main Phase 1, select 1 Element. Kam'lanaut becomes that Element (this effect does not end at the end of the turn).",Dark,Archduke,7.24,Kam'lanaut (Full Art),PR-042/5-148H,9000,Promo,5.05,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kamlanaut-full-art,FF: Promo Cards
Normal,Forward,Dissidia VIII,4,"EX BURST When Laguna enters the field, choose 1 Forward opponent controls. Dull it. If you control Card Name Squall, Freeze this Forward also.
If you control Card Name Squall, Laguna gains +2000 power.",Ice,Marksman,0.50,Laguna EX (Alternate Art Promo),PR-005/1-059R,7000,Rare,0.26,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/laguna-ex-alternate-art-promo,FF: Promo Cards
Foil,Forward,Dissidia VIII,4,"EX BURST When Laguna enters the field, choose 1 Forward opponent controls. Dull it. If you control Card Name Squall, Freeze this Forward also.
If you control Card Name Squall, Laguna gains +2000 power.",Ice,Marksman,4.13,Laguna EX (Alternate Art Promo),PR-005/1-059R,7000,Rare,2.95,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/laguna-ex-alternate-art-promo,FF: Promo Cards
Normal,Forward,World of Final Fantasy,3,"Lann cannot be blocked by a Forward with a power greater than his. 
Lann cannot block a Forward with power greater than his.",Fire,Mirage Keeper,0.25,Lann (Alternate Art Promo),PR-004/1-027H,7000,Hero,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/lann-alternate-art-promo,FF: Promo Cards
Foil,Forward,World of Final Fantasy,3,"Lann cannot be blocked by a Forward with a power greater than his. 
Lann cannot block a Forward with power greater than his.",Fire,Mirage Keeper,1.25,Lann (Alternate Art Promo),PR-004/1-027H,7000,Hero,2.93,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/lann-alternate-art-promo,FF: Promo Cards
Normal,Forward,FFBE,2,"When Lasswell enters the field, choose 1 dull Forward. Deal it 5000 damage. If you control 5 or more Ice Characters, deal it 7000 damage instead.",Ice,Knight,N/A,Lasswell,PR-040/7-042H,4000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/lasswell,FF: Promo Cards
